codice;codice_via;nomevia;codviada;nome_via_origine;codice_via_destinazione;nome_via_destinazione;ordinanza;stato;lunghezza;larghezza;codice_utilizzo;duso;tipologia_percorso;codarco1;nomevia1;codarco2;nomevia2;codarco3;nomevia3;codarco4;nomevia4;codarco5;nomevia5;geo_point_2d;geo_shape;tipologia;nomequart
1150;0;;0;;0;;4000/343434;A;168.0;0.0;3002;Ciclabile;corsia ciclabile su strada;;;;;;;;;;;44.517070553, 11.3324395286;"{""coordinates"": [[[11.333493187622121, 44.517064605750775], [11.332220842175081, 44.517070558038135], [11.331701074591296, 44.51707650778593], [11.331385886384222, 44.517078756992696]]], ""type"": ""MultiLineString""}";2902;Navile
1163;0;;0;;0;;2004/204061;A;205.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;;;;;;;;;;;44.5240843756, 11.2682193416;"{""coordinates"": [[[11.26937289074691, 44.52367609103177], [11.268691792245937, 44.52391590251391], [11.267363193257795, 44.52438851513368], [11.267066542563153, 44.52449477493395]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
1164;8300;VIA DOMENICO BIANCOLELLI;47250;VIA PONTIDA;13700;VIA DEL CARROCCIO;2004/204061;A;66.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;2446;VIA DOMENICO BIANCOLELLI;;;;;;;;;44.5246241931, 11.2666934693;"{""coordinates"": [[[11.267066542563153, 44.52449477493395], [11.266320396086881, 44.5247536113289]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
1320;0;;0;;0;;4000/343434;A;110.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.4702110595, 11.3901146762;"{""coordinates"": [[[11.39042132883316, 44.47064360883207], [11.390128171062008, 44.47024887198393], [11.389948235006134, 44.47000836472611], [11.389872018852987, 44.46974675635541]]], ""type"": ""MultiLineString""}";6717;Savena
1328;0;;0;;0;;4000/343434;A;250.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5139782147, 11.2682067433;"{""coordinates"": [[[11.266944808397174, 44.51369723503903], [11.2670286622215, 44.513734360125646], [11.267224864099473, 44.51381801423387], [11.267616655050544, 44.51407254311045], [11.267725199461873, 44.51411410472764], [11.267870518821063, 44.51411941282725], [11.267923514484968, 44.51410742920696], [11.26808306180062, 44.514281867374585], [11.268162508389935, 44.514272163912146], [11.268283317483665, 44.514210298927225], [11.268953137789518, 44.513897613439894], [11.269481623917962, 44.513634896396034]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1330;0;;0;;0;;4000/343434;A;23.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5243320522, 11.3183846357;"{""coordinates"": [[[11.318297168821799, 44.52424811696269], [11.318472102674523, 44.52441598741325]]], ""type"": ""MultiLineString""}";6717;Navile
1333;0;;0;;0;;4000/343434;A;115.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5122122576, 11.3894570664;"{""coordinates"": [[[11.38968935868531, 44.51270037227418], [11.389315254683831, 44.51191270471998], [11.389221650017156, 44.511725666290886]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1335;0;;0;;0;;4000/343434;A;192.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5139206138, 11.3991639477;"{""coordinates"": [[[11.400245097970963, 44.51353575304403], [11.399478147020544, 44.51381026197715], [11.398867435313523, 44.51402356880789], [11.3985670171795, 44.51413679934064], [11.398146485553372, 44.51428150993562], [11.398078372428213, 44.5142800701375]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1340;0;;0;;0;;4000/343434;A;242.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.4986899836, 11.2980089196;"{""coordinates"": [[[11.298787186701677, 44.499625101061746], [11.298026553182206, 44.49871577733771], [11.297299238351442, 44.49782960192803], [11.297236346197606, 44.49775017813435]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
756;54800;VIA TELEMACO SIGNORINI;0;;0;;4000/343434;A;337.0;0.0;6708;Percorso naturalistico;pavimentato;7149;;;;;;;;;;44.5074165471, 11.2925885344;"{""coordinates"": [[[11.2918268797277, 44.50598116795219], [11.291865764100034, 44.506074465737846], [11.291913982998492, 44.506190160847424], [11.291973126405667, 44.50633206792776], [11.292043928783363, 44.50650194949059], [11.292133524640827, 44.50671260439193], [11.292328224888136, 44.50712204802464], [11.292406734193413, 44.507261520615714], [11.292933248567167, 44.50801957633784], [11.293159415004467, 44.508327182516744], [11.293283327390558, 44.508402045927404], [11.293529119848992, 44.508735697170856]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
859;0;;0;;0;;4000/343434;A;172.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5126465629, 11.3287087532;"{""coordinates"": [[[11.328848811461665, 44.51340839654608], [11.328833865731863, 44.51333966627536], [11.328782665309074, 44.51312191661108], [11.328711124423885, 44.51286673396183], [11.328636888765798, 44.51254406834415], [11.328641737847033, 44.51242915515481], [11.3286704310366, 44.51208412659981], [11.328709364292994, 44.51187734148642]]], ""type"": ""MultiLineString""}";2901;Navile
860;0;;0;;0;;4000/343434;A;199.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5110323236, 11.329048691;"{""coordinates"": [[[11.328709364292994, 44.51187734148642], [11.328673545136681, 44.51176497359395], [11.32898394263709, 44.51118493092733], [11.329451675673242, 44.5101841094431]]], ""type"": ""MultiLineString""}";2901;Navile
868;28440;ROTONDA BITTISIA GOZZADINI;24780;VIA YURI GAGARIN;27950;VIA PIERO GOBETTI;4000/343434;A;17.0;0.0;3002;Ciclabile;corsia ciclabile su strada;10632;ROTONDA BITTISIA GOZZADINI;;;;;;;;;44.5170930669, 11.3360090531;"{""coordinates"": [[[11.33610994270501, 44.51714073581399], [11.336072735360478, 44.51713536570761], [11.33603330792223, 44.51712225589071], [11.336001720745008, 44.517102602558786], [11.33597889546209, 44.51707929482269], [11.335962296791777, 44.517043696764866], [11.335962267051737, 44.51704097032863]], [[11.335978612024961, 44.51706859257687], [11.335962267051737, 44.51704097032863]], [[11.335962267051737, 44.51704097032863], [11.335946527173682, 44.517068772073294]]], ""type"": ""MultiLineString""}";2902;Navile
880;23050;VIA ARISTOTILE FIORAVANTI;57550;VIA PELLEGRINO TIBALDI;850;VIA FRANCESCO ALBANI;4000/343434;A;121.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3177;VIA ARISTOTILE FIORAVANTI;;;;;;;;;44.5112299115, 11.3411030297;"{""coordinates"": [[[11.341247385277923, 44.51176276453111], [11.340958674169165, 44.51069705838301]]], ""type"": ""MultiLineString""}";6718;Navile
885;2900;VIA DELL'ARCOVEGGIO;29150;VIA FRATELLI GRUPPI;7700;VIA LUIGI BERTELLI;4000/343434;A;62.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3543;VIA DELL'ARCOVEGGIO;;;;;;;;;44.5195111477, 11.3432338462;"{""coordinates"": [[[11.343417493556844, 44.51976332426045], [11.343355312457803, 44.519656456499774], [11.343277169008, 44.519552221207505], [11.343128678324899, 44.519378105305066], [11.343024997013373, 44.519278994603596]]], ""type"": ""MultiLineString""}";6718;Navile
1633;10000;VIA PAOLO BOVI CAMPEGGI;0;;0;;4000/343434;A;354.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;7703;VIA PAOLO BOVI CAMPEGGI;7704;;8847;VIA PAOLO BOVI CAMPEGGI;8845;VIALE PIETRO PIETRAMELLARA;;;44.5052835363, 11.3364051535;"{""coordinates"": [[[11.334250186848676, 44.50557578495779], [11.335103881633744, 44.50544719643393], [11.336949899542633, 44.50516042324446], [11.3372184590722, 44.505146170741256], [11.337709900220222, 44.50509531982574], [11.337780846246767, 44.50510184197797], [11.338038796479616, 44.505153828306376], [11.338340821166717, 44.505209456778566], [11.338464785203223, 44.50509480915258], [11.338505220622404, 44.505056438113186]]], ""type"": ""MultiLineString""}";6718;Porto - Saragozza
1638;30270;VIA DELFINO INSOLERA;0;;0;;4000/343434;A;253.0;0.0;3002;Ciclabile;sede propria;11109;;;;;;;;;;44.5098806412, 11.3384361877;"{""coordinates"": [[[11.339046395602287, 44.50916892294543], [11.33845254722676, 44.50924839858629], [11.338340002802598, 44.509313658178804], [11.338239353609307, 44.50948792366086], [11.338175087587759, 44.50962129862904], [11.33853127976336, 44.51101158380829]]], ""type"": ""MultiLineString""}";2901;Navile
1641;0;;0;;0;;4000/343434;A;206.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5127943029, 11.3402678831;"{""coordinates"": [[[11.34147137514129, 44.51261543496929], [11.341338597968019, 44.51263301474931], [11.341235574324845, 44.512698390444285], [11.34115699069934, 44.5127665426578], [11.34098395241218, 44.51278786904474], [11.340877567522, 44.51273672670453], [11.34077700100885, 44.51270679513688], [11.339024023817945, 44.51294880109981]]], ""type"": ""MultiLineString""}";2901;Navile
1649;47450;VIA PORTA NOVA;23000;VIA MARIO FINZI;33900;PIAZZA MALPIGHI;4000/343434;A;28.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;970;VIA PORTA NOVA;;;;;;;;;44.494384597, 11.3367155547;"{""coordinates"": [[[11.336520230280323, 44.49442179905069], [11.336854585805003, 44.49435820804752]], [[11.33682128516153, 44.494376418668374], [11.336854585805003, 44.49435820804752]], [[11.336854585805003, 44.49435820804752], [11.336813048483956, 44.49435423098674]]], ""type"": ""MultiLineString""}";6718;Porto - Saragozza
1658;0;;0;;0;;4000/343434;A;180.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.4813997162, 11.3715987985;"{""coordinates"": [[[11.371520400751628, 44.4818279468256], [11.371467433295189, 44.481806999872816], [11.371377929927705, 44.481761372210194], [11.37131412040912, 44.48170673029216], [11.37123717078988, 44.48162013725115], [11.371222931284263, 44.48156107284431], [11.371227833985685, 44.481506698588305], [11.371244571574735, 44.481452078228834], [11.371265218852681, 44.48137702453287], [11.371291149653414, 44.48131542913238], [11.371315537756358, 44.481274217856864], [11.37135635736863, 44.481229272986674], [11.37141611289364, 44.48118393445137], [11.371487771991463, 44.48114004446888], [11.371550718720016, 44.481114991672364], [11.371623683095951, 44.48110329861174], [11.371690508402303, 44.481115477395285], [11.37176519057479, 44.481146148884484], [11.371791777114552, 44.48115916414366], [11.37179397596424, 44.48121339086134], [11.371810308128628, 44.48126562757805], [11.371830961882852, 44.48130759849543], [11.37188224925001, 44.48134554035631], [11.371943210919655, 44.48138836909435], [11.372003966389713, 44.48142611402677], [11.372071960419177, 44.48146710041552], [11.372157279537092, 44.4815263826782], [11.372203695863664, 44.48156103367661], [11.372223612721676, 44.48158281641344]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1660;0;;0;;0;;4000/343434;A;117.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.4807031649, 11.3720750805;"{""coordinates"": [[[11.371972174857117, 44.48028785266178], [11.372069219179894, 44.48032263281135], [11.372157660670279, 44.48036810791801], [11.372186174163675, 44.48039688239121], [11.372236370320739, 44.48045457345871], [11.372237002318657, 44.48052634744779], [11.372215261252197, 44.48060837589971], [11.372161084519893, 44.480733498478706], [11.372023621571795, 44.48094029764418], [11.371901692742869, 44.48102440928825], [11.371845003085367, 44.481087585944], [11.371791777114552, 44.48115916414366]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1661;0;;0;;0;;4000/343434;A;19.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.48060195, 11.372334911;"{""coordinates"": [[[11.372221100509458, 44.480583781560426], [11.372448721409608, 44.48062011850465]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1780;3750;VIA D'AZEGLIO;0;;0;;4000/343434;A;147.0;0.0;3003;Pedonale-Ciclabile;area pedonale;7720;VIA D'AZEGLIO;7718;VIA D'AZEGLIO;1095;PIAZZA DE' CELESTINI;7721;VIA D'AZEGLIO;;;44.4919444772, 11.3417047537;"{""coordinates"": [[[11.341752211296233, 44.49132432848964], [11.341827708226258, 44.49192060867086], [11.341838132381794, 44.49197342419927]], [[11.341875768849606, 44.49216411404837], [11.34188536453074, 44.492212731538025], [11.341298355264836, 44.492288851146306]]], ""type"": ""MultiLineString""}";6716;Porto - Saragozza
1789;0;;0;;0;;4000/343434;A;62.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5127336589, 11.3574878055;"{""coordinates"": [[[11.357862741022176, 44.51264945899045], [11.35711286996388, 44.51281785878018]]], ""type"": ""MultiLineString""}";2901;Navile
1792;0;;0;;0;;4000/343434;A;317.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5112997703, 11.3551344967;"{""coordinates"": [[[11.353391937751907, 44.51170411892552], [11.353409422276368, 44.5116550162179], [11.353422605713952, 44.511619928525306], [11.353454534726538, 44.51156704614214], [11.35355064489263, 44.51153721064616], [11.355481988791048, 44.511288454833625], [11.355942010121874, 44.51123370046161], [11.356217573603256, 44.51118971726211], [11.356347571834647, 44.51115570225586], [11.356476447280025, 44.51109386142497], [11.356556146305978, 44.51101911162779], [11.356621120206087, 44.51094118511676], [11.356665665729182, 44.5108393125529], [11.35666173669284, 44.51074192178143], [11.356635460397083, 44.51065051676796]]], ""type"": ""MultiLineString""}";2901;Navile
1818;0;;0;;0;;4000/343434;A;121.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.526773512, 11.3639722492;"{""coordinates"": [[[11.363337238303775, 44.52653189660751], [11.363471921998732, 44.52654579372716], [11.36371418261778, 44.52662420770727], [11.364424583020917, 44.527030820556085], [11.36455882701896, 44.52690973150257]]], ""type"": ""MultiLineString""}";2901;Navile
1819;0;;0;;0;;4000/343434;A;251.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5146687956, 11.3966742742;"{""coordinates"": [[[11.395285508980733, 44.515200428928864], [11.395471380834161, 44.5150895985346], [11.397925932081357, 44.51422130099082], [11.398078372428213, 44.5142800701375]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1823;0;;0;;0;;4000/343434;A;162.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5086804276, 11.3882320309;"{""coordinates"": [[[11.387624343250812, 44.508187030302935], [11.387856508380233, 44.508667264179486], [11.3879116252562, 44.50873180528866], [11.388075363033085, 44.5088222540826], [11.388210425994744, 44.508853246011014], [11.388320666717203, 44.508854726878674], [11.389059039850304, 44.50870376596446]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1829;0;;0;;0;;4000/343434;A;300.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.532709982, 11.2707775701;"{""coordinates"": [[[11.271569800558742, 44.533934107545115], [11.26998533971558, 44.5314858563577]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1832;6800;VIA BRUNO BENCIVENNI;42800;VIA DELL'OSPEDALETTO;0;;4000/343434;A;412.0;0.0;3002;Ciclabile;sede propria;10519;VIA BRUNO BENCIVENNI;;;;;;;;;44.5212527694, 11.2790615276;"{""coordinates"": [[[11.276750921160879, 44.52210341068173], [11.279869958612522, 44.52093649463968], [11.279968935387362, 44.52089919868443], [11.28016054717279, 44.52083811750146], [11.280498408497342, 44.52073420987843], [11.281392254729314, 44.52046130833743]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1844;0;;0;;0;;4000/343434;A;227.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5006552417, 11.3020382788;"{""coordinates"": [[[11.301384172726028, 44.50135410757209], [11.301515504345195, 44.50128479023], [11.301906680241855, 44.50110360472875], [11.302112318234158, 44.50100077753634], [11.302190023747333, 44.500948242664876], [11.302238266069661, 44.50089325248206], [11.302281396279941, 44.50081431785999], [11.30233853633963, 44.50066300160221], [11.302275028220548, 44.50053798005814], [11.302277039334783, 44.50048084809372], [11.302296046372778, 44.500429408190385], [11.302306669780634, 44.5003781250838], [11.302288296562935, 44.500336399135286], [11.302236277373364, 44.500292297916175], [11.302159455134166, 44.5002576757842], [11.30209463567086, 44.50020780458103], [11.302045924143327, 44.5001395687244], [11.302031297782843, 44.50008574173829], [11.30204134342559, 44.500019454009255], [11.30205672294556, 44.49998311984221], [11.302097583903288, 44.499955334750986], [11.302126577298628, 44.49994577697004], [11.302138921024637, 44.499939535934814], [11.30206907716436, 44.499757529188415]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1847;0;;0;;0;;4000/343434;A;44.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5010823945, 11.2994632177;"{""coordinates"": [[[11.299712966679893, 44.500995488431414], [11.29942015504999, 44.5010961740972], [11.29921438909903, 44.501171886950154]]], ""type"": ""MultiLineString""}";6717;Borgo Panigale - Reno
1849;0;;0;;0;;4000/343434;A;92.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5039993679, 11.3149778619;"{""coordinates"": [[[11.314615829121244, 44.50370947219042], [11.31466462208073, 44.50377058467945], [11.314871714920958, 44.50381915563538], [11.315166619284776, 44.5042379298782], [11.315337916671828, 44.50429844386642]]], ""type"": ""MultiLineString""}";2901;Porto - Saragozza
1853;0;;0;;0;;4000/343434;A;192.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5221460472, 11.3155794604;"{""coordinates"": [[[11.31578286267868, 44.52300031140904], [11.315376058032367, 44.521291782970906]]], ""type"": ""MultiLineString""}";6719;Navile
530;0;;0;;0;;4000/343434;A;393.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5051339423, 11.3054330271;"{""coordinates"": [[[11.306044358312022, 44.50663080188949], [11.30581471150136, 44.50629973250709], [11.3058631170935, 44.506273561473265], [11.305861589598123, 44.50623483444058], [11.305297618571917, 44.505424680444136], [11.30529844488728, 44.50538591039447], [11.305320906657945, 44.50535853446719], [11.30572738656212, 44.50521957271836], [11.305778141410986, 44.50519335697699], [11.30578138535575, 44.50515622658539], [11.305661835954076, 44.504989941740845], [11.305270102261458, 44.50442767655264], [11.305168156177121, 44.50428971376457], [11.304976794431246, 44.504092751430576], [11.304742038188053, 44.5038696364948], [11.304589682699813, 44.50372219470691], [11.304568431909159, 44.50371464819], [11.30454253200026, 44.50371424662148]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1869;0;;0;;0;;4000/343434;A;213.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.462187564, 11.3784397004;"{""coordinates"": [[[11.377443288296387, 44.46205667265706], [11.37758671397056, 44.46200388024055], [11.377781965989888, 44.46188012502779], [11.377949970167753, 44.4617735630985], [11.377992771256377, 44.461795944023606], [11.379276793860367, 44.46268446406021], [11.379406619968089, 44.462784960040544]]], ""type"": ""MultiLineString""}";6720;Savena
1871;0;;0;;0;;4000/343434;A;318.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4609708669, 11.3763664626;"{""coordinates"": [[[11.377949970167753, 44.4617735630985], [11.377845759460333, 44.46172918811185], [11.377510926133638, 44.461506753812934], [11.377089294474446, 44.46120964191287], [11.376356760384235, 44.46070616567537], [11.376270893291407, 44.460654746552564], [11.376147676195059, 44.46060077603536], [11.375987774220729, 44.46056086488841], [11.375917593251167, 44.46055234415338], [11.375105337212014, 44.46073211230224], [11.374650995520309, 44.46079741264907]]], ""type"": ""MultiLineString""}";2901;Savena
663;0;;0;;0;;4000/343434;A;111.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.5405535705, 11.3488553431;"{""coordinates"": [[[11.34927018368975, 44.54092743115693], [11.349198173343352, 44.54092223311629], [11.349117873145143, 44.540865966257805], [11.349012347819853, 44.54072555843547], [11.348721700656204, 44.54040625305498], [11.348571425479225, 44.54024000253899], [11.34846099071827, 44.54013308605998]]], ""type"": ""MultiLineString""}";6720;Navile
1182;0;;0;;0;;4000/343434;A;275.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.5135718888, 11.3338774243;"{""coordinates"": [[[11.333349587216645, 44.51249205185218], [11.333530397519846, 44.51277847609399], [11.333639117856285, 44.51293049406296], [11.333698752709415, 44.513010067437406], [11.333979780659833, 44.51323567887355], [11.334092163530745, 44.51335089633487], [11.334153119932022, 44.51346349480965], [11.334160744132697, 44.51365430597038], [11.334119720823518, 44.51378368101723], [11.333989179637058, 44.51411320140084], [11.333942882908202, 44.51423901277227], [11.333877686257347, 44.514405608167266], [11.333930147242848, 44.51469098468329], [11.333907438589291, 44.51476489882543]]], ""type"": ""MultiLineString""}";6720;Navile
781;0;;0;;0;;4000/343434;A;222.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;;;;;;;;;;;44.4969902225, 11.2893536836;"{""coordinates"": [[[11.289670662035972, 44.497968170053056], [11.289484448671288, 44.497325559976346], [11.28934760539567, 44.49692582917068], [11.289140684157179, 44.49651091609602], [11.289039698946219, 44.49627398143333], [11.289081469435704, 44.496251796504566], [11.289135784261576, 44.496223261], [11.289176961597878, 44.4961873479075], [11.289194262532504, 44.496142739460964], [11.289193761221842, 44.49608168430496]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
1358;29400;VIA DEL GUASTO;62850;VIA LUIGI ZAMBONI;6250;VIA DELLE BELLE ARTI;4000/343434;A;154.0;0.0;3003;Pedonale-Ciclabile;area pedonale;9009;VIA DEL GUASTO;9008;VIA DEL GUASTO;;;;;;;44.4970340862, 11.350652082;"{""coordinates"": [[[11.350404809033375, 44.4977027296061], [11.35039086592304, 44.49765656424246], [11.350500863674334, 44.49716541730065], [11.350518298283394, 44.49710114390265], [11.35058980280891, 44.497013088878546], [11.35107826129596, 44.49644251071293]]], ""type"": ""MultiLineString""}";6716;Santo Stefano
1419;59900;VIA URBANA;52950;VIA SARAGOZZA;6100;VIA BELFIORE;4000/343434;A;111.0;0.0;3002;Ciclabile;corsia ciclabile su strada;909;VIA URBANA;908;VIA URBANA;;;;;;;44.4902534625, 11.3385058891;"{""coordinates"": [[[11.337721449288459, 44.49033645788998], [11.33816498818438, 44.490287190015515], [11.339103153087708, 44.490192804556095]], [[11.338994835219541, 44.490238477401995], [11.339103153087708, 44.490192804556095]], [[11.339103153087708, 44.490192804556095], [11.338981444302702, 44.49017027472446]]], ""type"": ""MultiLineString""}";2902;Porto - Saragozza
1245;0;;0;;0;;4000/343434;A;294.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.4812030522, 11.3725411583;"{""coordinates"": [[[11.371520400751628, 44.4818279468256], [11.371579561312311, 44.481831679635164], [11.371747508208442, 44.4818045091694], [11.371869449980446, 44.48177566408453], [11.372009164503197, 44.481731978956944], [11.372120167256746, 44.48165995010793], [11.37216787163753, 44.48161291618603], [11.372223612721676, 44.48158281641344], [11.372381022754997, 44.48156770344753], [11.372491681526103, 44.48153251493453], [11.372661699409205, 44.481465835556406], [11.37304808147758, 44.48129730931075], [11.373152324972912, 44.48123989032698], [11.373210777072586, 44.481186054956545], [11.373218410110198, 44.481147747180096], [11.373158194549859, 44.48109937343301], [11.37309708515921, 44.48105241271853], [11.372834527381087, 44.48087079287251], [11.37251952906757, 44.48070487875258], [11.37246453992591, 44.480657790404635], [11.372448721409608, 44.48062011850465], [11.372514309142414, 44.48047551999067], [11.372582969033623, 44.48030601067064], [11.372577112463034, 44.480262285256394], [11.372548522331842, 44.48021172470828]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1523;99999;NOME VIA DA ISTITUIRE;0;;0;;4000/343434;A;62.0;0.0;3002;Ciclabile;sede propria;10731;VIA FIORITA;10732;VIA FIORITA;;;;;;;44.4813304149, 11.3761042447;"{""coordinates"": [[[11.37591064140187, 44.48136664330109], [11.376297848022398, 44.481294186402685]]], ""type"": ""MultiLineString""}";2901;Santo Stefano
1523;99999;NOME VIA DA ISTITUIRE;0;;0;;4000/343434;A;62.0;0.0;3002;Ciclabile;sede propria;10731;VIA FIORITA;10732;VIA FIORITA;;;;;;;44.4812603023, 11.3764796812;"{""coordinates"": [[[11.376297848022398, 44.481294186402685], [11.376319463234678, 44.48129014156441], [11.376661517651675, 44.48122643548324]]], ""type"": ""MultiLineString""}";2901;Savena
1524;0;;0;;0;;4000/343434;A;109.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4533494065, 11.3657798373;"{""coordinates"": [[[11.366216104101118, 44.45372919458631], [11.366056291739989, 44.453593660201264], [11.365830566110308, 44.45339084963746], [11.365682080266739, 44.45326381792378], [11.365466812467684, 44.453074869178984], [11.36534156686357, 44.452971965561474]]], ""type"": ""MultiLineString""}";2901;Savena
1527;18850;VIA GIUSEPPE DAGNINI;38100;VIA GIUSEPPE MEZZOFANTI;31780;LARGO CARD. GIACOMO LERCARO;4000/343434;A;148.0;0.0;3002;Ciclabile;sede propria;4411;;;;;;;;;;44.4806658554, 11.3705028305;"{""coordinates"": [[[11.370722915375197, 44.481313774856524], [11.370660869674811, 44.48101523971694], [11.370669033864228, 44.480909526027645], [11.370658902032448, 44.48082707664132], [11.370625319859275, 44.480752406529525], [11.370408938002527, 44.4804408471791], [11.37013398332212, 44.480079532867634]]], ""type"": ""MultiLineString""}";2901;Santo Stefano
1528;37700;VIA PIETRO MENGOLI;0;;0;;4000/343434;A;970.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;1593;VIA LAURA BASSI VERATTI;1645;VIA LAURA BASSI VERATTI;1652;VIA PIETRO MENGOLI;1654;VIA PIETRO MENGOLI;1655;VIA PIETRO MENGOLI;44.488110057, 11.3707926364;"{""coordinates"": [[[11.369123630188076, 44.48561714564738], [11.369123980481717, 44.485617627132136], [11.369632614233797, 44.48638934656494], [11.370066064468588, 44.48702684900949], [11.3704164579432, 44.48752505297173], [11.370737259440547, 44.488037755889174], [11.371090155069023, 44.48857479367375], [11.371364449475305, 44.48895779162128], [11.371959111737423, 44.48985044317698], [11.37228118843004, 44.49031907036039], [11.372468063721845, 44.49059869948173]]], ""type"": ""MultiLineString""}";6718;San Donato - San Vitale
1528;37700;VIA PIETRO MENGOLI;0;;0;;4000/343434;A;970.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;1593;VIA LAURA BASSI VERATTI;1645;VIA LAURA BASSI VERATTI;1652;VIA PIETRO MENGOLI;1654;VIA PIETRO MENGOLI;1655;VIA PIETRO MENGOLI;44.4841851757, 11.3681380053;"{""coordinates"": [[[11.367170002036085, 44.48274082430556], [11.367558283940252, 44.483322872759565], [11.367919883282841, 44.48386129848508], [11.368300368792317, 44.48442838970565], [11.368654495986831, 44.48497230406354], [11.369123630188076, 44.48561714564738]]], ""type"": ""MultiLineString""}";6718;Santo Stefano
